FULL NAME,GAME_ID,TEAM_ABBRV,CONF,DIVISION,SHOT_CAT,prediction,shot_pt,prob_made,xP,pts
Jusuf Nurkic,22100862,POR,West,Northwest,0,0,2,0.327592285,0.655184571,0
Jrue Holiday,22100862,MIL,East,Central,0,0,3,0.394251348,1.182754043,0
Bobby Portis,22100862,MIL,East,Central,0,1,2,0.649694512,1.299389025,0
Anfernee Simons,22100862,POR,West,Northwest,0,0,3,0.37397735,1.12193205,0
Khris Middleton,22100862,MIL,East,Central,0,0,3,0.364939862,1.094819586,0
Jusuf Nurkic,22100862,POR,West,Northwest,1,0,3,0.335272127,1.005816382,3
Anfernee Simons,22100862,POR,West,Northwest,0,0,3,0.355724867,1.067174601,0
Bobby Portis,22100862,MIL,East,Central,1,1,2,0.597282977,1.194565953,2
CJ Elleby,22100862,POR,West,Northwest,0,0,2,0.461422391,0.922844781,0
Jrue Holiday,22100862,MIL,East,Central,1,1,2,0.548253137,1.096506275,2
Jusuf Nurkic,22100862,POR,West,Northwest,1,0,2,0.48327225,0.966544501,2
Grayson Allen,22100862,MIL,East,Central,0,0,3,0.365707201,1.097121604,0
Bobby Portis,22100862,MIL,East,Central,1,0,2,0.410038114,0.820076227,2
Bobby Portis,22100862,MIL,East,Central,0,0,3,0.369749994,1.109249983,0
Jusuf Nurkic,22100862,POR,West,Northwest,1,1,2,0.947444523,1.894889046,2
Jordan Nwora,22100862,MIL,East,Central,1,0,3,0.303005101,0.909015302,3
Anfernee Simons,22100862,POR,West,Northwest,0,0,3,0.355724867,1.067174601,0
CJ Elleby,22100862,POR,West,Northwest,1,0,2,0.410942778,0.821885557,2
Jrue Holiday,22100862,MIL,East,Central,1,0,3,0.425845722,1.277537166,3
Jrue Holiday,22100862,MIL,East,Central,0,1,2,0.548253137,1.096506275,0
Jordan Nwora,22100862,MIL,East,Central,0,0,2,0.481381534,0.962763068,0
Anfernee Simons,22100862,POR,West,Northwest,1,0,2,0.406521717,0.813043435,2
Ben McLemore,22100862,POR,West,Northwest,0,0,3,0.347792649,1.043377947,0
Khris Middleton,22100862,MIL,East,Central,1,0,2,0.435173443,0.870346886,2
Khris Middleton,22100862,MIL,East,Central,0,0,2,0.476451749,0.952903498,0
Ben McLemore,22100862,POR,West,Northwest,0,0,3,0.453935695,1.361807085,0
Jordan Nwora,22100862,MIL,East,Central,1,1,2,0.626515047,1.253030095,2
Ben McLemore,22100862,POR,West,Northwest,0,0,2,0.338425979,0.676851958,0
Jordan Nwora,22100862,MIL,East,Central,1,0,3,0.363688178,1.091064533,3
Ben McLemore,22100862,POR,West,Northwest,1,0,3,0.347792649,1.043377947,3
Khris Middleton,22100862,MIL,East,Central,0,0,2,0.378294661,0.756589323,0
Grayson Allen,22100862,MIL,East,Central,1,0,3,0.365707201,1.097121604,3
Bobby Portis,22100862,MIL,East,Central,1,0,3,0.327261635,0.981784906,3
Bobby Portis,22100862,MIL,East,Central,0,0,3,0.37390956,1.12172868,0
Ben McLemore,22100862,POR,West,Northwest,0,0,3,0.347792649,1.043377947,0
Bobby Portis,22100862,MIL,East,Central,0,0,2,0.413258619,0.826517238,0
Ben McLemore,22100862,POR,West,Northwest,0,1,2,0.667780499,1.335560998,0
Ben McLemore,22100862,POR,West,Northwest,0,0,3,0.363881777,1.09164533,0
Khris Middleton,22100862,MIL,East,Central,0,0,3,0.362308021,1.086924064,0
Bobby Portis,22100862,MIL,East,Central,1,1,2,0.673017983,1.346035967,2
Grayson Allen,22100862,MIL,East,Central,1,0,3,0.371152949,1.113458848,3
Grayson Allen,22100862,MIL,East,Central,0,0,3,0.368502302,1.105506905,0
Anfernee Simons,22100862,POR,West,Northwest,1,0,3,0.355724867,1.067174601,3
Bobby Portis,22100862,MIL,East,Central,1,1,2,0.521565595,1.043131191,2
Anfernee Simons,22100862,POR,West,Northwest,1,0,2,0.351574643,0.703149285,2
Jordan Nwora,22100862,MIL,East,Central,0,0,3,0.307970493,0.923911478,0
Jrue Holiday,22100862,MIL,East,Central,0,0,3,0.383491526,1.150474578,0
CJ Elleby,22100862,POR,West,Northwest,0,0,2,0.461422391,0.922844781,0
Bobby Portis,22100862,MIL,East,Central,0,1,2,0.507375371,1.014750742,0
CJ Elleby,22100862,POR,West,Northwest,1,0,2,0.460311003,0.920622005,2
Anfernee Simons,22100862,POR,West,Northwest,0,0,3,0.355724867,1.067174601,0
Khris Middleton,22100862,MIL,East,Central,1,0,3,0.359533156,1.078599467,3
Jordan Nwora,22100862,MIL,East,Central,0,1,2,0.638601903,1.277203806,0
Khris Middleton,22100862,MIL,East,Central,0,0,3,0.364939862,1.094819586,0
Jrue Holiday,22100862,MIL,East,Central,0,1,2,0.640785183,1.281570367,0
Anfernee Simons,22100862,POR,West,Northwest,1,0,3,0.425306587,1.275919762,3
Jrue Holiday,22100862,MIL,East,Central,0,0,2,0.396591863,0.793183726,0
Anfernee Simons,22100862,POR,West,Northwest,1,0,3,0.37116513,1.11349539,3
Khris Middleton,22100862,MIL,East,Central,0,0,2,0.417966104,0.835932207,0
Anfernee Simons,22100862,POR,West,Northwest,1,0,3,0.355724867,1.067174601,3
Jrue Holiday,22100862,MIL,East,Central,1,1,2,0.548253137,1.096506275,2
Khris Middleton,22100862,MIL,East,Central,1,0,2,0.475143823,0.950287646,2
Anfernee Simons,22100862,POR,West,Northwest,0,0,2,0.489776488,0.979552976,0
Grayson Allen,22100862,MIL,East,Central,0,0,3,0.365707201,1.097121604,0
Anfernee Simons,22100862,POR,West,Northwest,1,1,2,0.515024881,1.030049762,2
Jrue Holiday,22100862,MIL,East,Central,1,1,2,0.50295689,1.00591378,2
CJ Elleby,22100862,POR,West,Northwest,0,0,3,0.291164715,0.873494145,0
Khris Middleton,22100862,MIL,East,Central,0,0,3,0.338273978,1.014821935,0
Bobby Portis,22100862,MIL,East,Central,0,1,2,0.505354878,1.010709757,0
Jusuf Nurkic,22100862,POR,West,Northwest,1,0,3,0.335272127,1.005816382,3
Khris Middleton,22100862,MIL,East,Central,0,0,2,0.435173443,0.870346886,0
Grayson Allen,22100862,MIL,East,Central,1,0,3,0.394933099,1.184799298,3
Anfernee Simons,22100862,POR,West,Northwest,0,0,3,0.355724867,1.067174601,0
Jrue Holiday,22100862,MIL,East,Central,1,0,2,0.358228426,0.716456851,2
Jusuf Nurkic,22100862,POR,West,Northwest,0,0,2,0.40366609,0.80733218,0
Grayson Allen,22100862,MIL,East,Central,0,0,3,0.368502302,1.105506905,0
Khris Middleton,22100862,MIL,East,Central,0,0,2,0.484485932,0.968971864,0
Jusuf Nurkic,22100862,POR,West,Northwest,1,0,2,0.391870757,0.783741514,2
Grayson Allen,22100862,MIL,East,Central,1,0,3,0.371152949,1.113458848,3
Jusuf Nurkic,22100862,POR,West,Northwest,0,0,2,0.342634314,0.685268628,0
Grayson Allen,22100862,MIL,East,Central,0,0,3,0.392061987,1.17618596,0
Bobby Portis,22100862,MIL,East,Central,1,0,2,0.456078172,0.912156344,2
Anfernee Simons,22100862,POR,West,Northwest,1,0,3,0.355724867,1.067174601,3
Jrue Holiday,22100862,MIL,East,Central,1,1,2,0.737457623,1.474915245,2
Anfernee Simons,22100862,POR,West,Northwest,0,0,2,0.439614272,0.879228545,0
CJ Elleby,22100862,POR,West,Northwest,0,0,3,0.328759611,0.986278833,0
Jrue Holiday,22100862,MIL,East,Central,1,1,2,0.515182298,1.030364596,2
Bobby Portis,22100862,MIL,East,Central,1,0,2,0.474248482,0.948496964,2
Anfernee Simons,22100862,POR,West,Northwest,1,0,3,0.358486792,1.075460376,3
Jordan Nwora,22100862,MIL,East,Central,0,1,2,0.796599026,1.593198052,0
Anfernee Simons,22100862,POR,West,Northwest,0,0,3,0.387332293,1.161996878,0
Bobby Portis,22100862,MIL,East,Central,0,0,3,0.327261635,0.981784906,0
Jrue Holiday,22100862,MIL,East,Central,0,0,2,0.460048109,0.920096218,0
Jordan Nwora,22100862,MIL,East,Central,1,0,3,0.323130121,0.969390364,3
Anfernee Simons,22100862,POR,West,Northwest,1,0,2,0.441391617,0.882783233,2
Khris Middleton,22100862,MIL,East,Central,0,0,3,0.363785639,1.091356918,0
Khris Middleton,22100862,MIL,East,Central,0,0,3,0.359533156,1.078599467,0
Grayson Allen,22100862,MIL,East,Central,1,1,2,0.689898724,1.379797449,2
Jordan Nwora,22100862,MIL,East,Central,1,1,2,0.626515047,1.253030095,2
Jordan Nwora,22100862,MIL,East,Central,0,0,2,0.352490848,0.704981696,0
Jusuf Nurkic,22100862,POR,West,Northwest,0,0,2,0.392070824,0.784141648,0
Jordan Nwora,22100862,MIL,East,Central,0,0,3,0.303005101,0.909015302,0
Anfernee Simons,22100862,POR,West,Northwest,0,0,3,0.382970247,1.14891074,0
Jrue Holiday,22100862,MIL,East,Central,1,0,3,0.377973554,1.133920663,3
Jusuf Nurkic,22100862,POR,West,Northwest,0,0,2,0.401784444,0.803568889,0
Anfernee Simons,22100862,POR,West,Northwest,0,0,3,0.414902356,1.244707069,0
Anfernee Simons,22100862,POR,West,Northwest,1,0,2,0.468843579,0.937687157,2
Bobby Portis,22100862,MIL,East,Central,1,1,2,0.597282977,1.194565953,2
Jusuf Nurkic,22100862,POR,West,Northwest,0,0,2,0.407494389,0.814988778,0
Jusuf Nurkic,22100862,POR,West,Northwest,1,1,2,0.515508674,1.031017348,2
Jordan Nwora,22100862,MIL,East,Central,1,0,2,0.481381534,0.962763068,2
Anfernee Simons,22100862,POR,West,Northwest,1,0,3,0.37116513,1.11349539,3
Jusuf Nurkic,22100862,POR,West,Northwest,0,1,2,0.53181173,1.06362346,0
Jrue Holiday,22100862,MIL,East,Central,0,0,3,0.383491526,1.150474578,0
Jusuf Nurkic,22100862,POR,West,Northwest,0,0,2,0.327592285,0.655184571,0
Jusuf Nurkic,22100862,POR,West,Northwest,1,1,2,0.514391435,1.028782871,2
Jordan Nwora,22100862,MIL,East,Central,0,0,3,0.303005101,0.909015302,0
Grayson Allen,22100862,MIL,East,Central,0,0,3,0.38768038,1.163041141,0
Anfernee Simons,22100862,POR,West,Northwest,0,0,2,0.439614272,0.879228545,0
Grayson Allen,22100862,MIL,East,Central,0,1,2,0.918120976,1.836241952,0
Jusuf Nurkic,22100862,POR,West,Northwest,0,0,2,0.40366609,0.80733218,0
Anfernee Simons,22100862,POR,West,Northwest,0,0,3,0.377455183,1.13236555,0
Jrue Holiday,22100862,MIL,East,Central,1,0,3,0.391538448,1.174615345,3
Khris Middleton,22100862,MIL,East,Central,0,0,3,0.358738187,1.076214561,0
CJ Elleby,22100862,POR,West,Northwest,1,0,3,0.28635816,0.859074481,3
Jordan Nwora,22100862,MIL,East,Central,1,0,2,0.370038995,0.74007799,2
Scottie Barnes,22100863,TOR,East,Atlantic,0,0,2,0.407676384,0.815352767,0
Jonas Valanciunas,22100863,NOR,West,Southwest,1,1,2,0.878206689,1.756413378,2
Scottie Barnes,22100863,TOR,East,Atlantic,0,0,2,0.37168997,0.743379941,0
Pascal Siakam,22100863,TOR,East,Atlantic,1,0,2,0.457471492,0.914942985,2
Pascal Siakam,22100863,TOR,East,Atlantic,0,0,3,0.337750952,1.013252856,0
Gary Trent Jr.,22100863,TOR,East,Atlantic,0,0,2,0.341949756,0.683899513,0
Jonas Valanciunas,22100863,NOR,West,Southwest,1,1,2,0.533833811,1.067667622,2
Pascal Siakam,22100863,TOR,East,Atlantic,0,0,2,0.363158348,0.726316695,0
Scottie Barnes,22100863,TOR,East,Atlantic,1,1,2,0.671265056,1.342530113,2
Herbert Jones,22100863,NOR,West,Southwest,1,1,2,0.521498643,1.042997286,2
Fred VanVleet,22100863,TOR,East,Atlantic,0,0,3,0.345165722,1.035497166,0
Gary Trent Jr.,22100863,TOR,East,Atlantic,0,0,3,0.333351101,1.000053303,0
Brandon Ingram,22100863,NOR,West,Southwest,0,0,2,0.450864617,0.901729233,0
Fred VanVleet,22100863,TOR,East,Atlantic,0,1,2,0.523671982,1.047343964,0
Scottie Barnes,22100863,TOR,East,Atlantic,0,1,2,0.572961641,1.145923283,0
Pascal Siakam,22100863,TOR,East,Atlantic,0,1,2,0.680866556,1.361733113,0
Jonas Valanciunas,22100863,NOR,West,Southwest,1,0,2,0.497603629,0.995207258,2
Fred VanVleet,22100863,TOR,East,Atlantic,0,0,3,0.366618056,1.099854168,0
Gary Trent Jr.,22100863,TOR,East,Atlantic,0,0,2,0.424030421,0.848060842,0
Khem Birch,22100863,TOR,East,Atlantic,1,1,2,0.61718337,1.234366739,2
Brandon Ingram,22100863,NOR,West,Southwest,1,0,2,0.356159381,0.712318762,2
Pascal Siakam,22100863,TOR,East,Atlantic,1,0,2,0.455983359,0.911966719,2
Jaxson Hayes,22100863,NOR,West,Southwest,1,1,2,0.957147974,1.914295949,2
Herbert Jones,22100863,NOR,West,Southwest,1,0,3,0.395980915,1.187942745,3
Fred VanVleet,22100863,TOR,East,Atlantic,1,0,3,0.345165722,1.035497166,3
Jonas Valanciunas,22100863,NOR,West,Southwest,0,0,3,0.350121585,1.050364756,0
Fred VanVleet,22100863,TOR,East,Atlantic,1,0,2,0.47235501,0.944710021,2
Devonte' Graham,22100863,NOR,West,Southwest,0,0,3,0.32050426,0.961512781,0
Pascal Siakam,22100863,TOR,East,Atlantic,0,0,2,0.434230175,0.868460349,0
Khem Birch,22100863,TOR,East,Atlantic,1,1,2,0.521062186,1.042124372,2
Fred VanVleet,22100863,TOR,East,Atlantic,1,0,2,0.416799782,0.833599564,2
Gary Trent Jr.,22100863,TOR,East,Atlantic,0,0,2,0.397595944,0.795191888,0
Fred VanVleet,22100863,TOR,East,Atlantic,0,0,3,0.339895179,1.019685536,0
Fred VanVleet,22100863,TOR,East,Atlantic,0,0,2,0.399841576,0.799683153,0
Gary Trent Jr.,22100863,TOR,East,Atlantic,0,0,3,0.377699288,1.133097864,0
Scottie Barnes,22100863,TOR,East,Atlantic,0,0,3,0.367898227,1.10369468,0
Garrett Temple,22100863,NOR,West,Southwest,1,0,3,0.345679607,1.03703882,3
Pascal Siakam,22100863,TOR,East,Atlantic,1,0,2,0.328518501,0.657037002,2
Jose Alvarado,22100863,NOR,West,Southwest,1,0,2,0.456283784,0.912567569,2
Precious Achiuwa,22100863,TOR,East,Atlantic,1,0,3,0.329933495,0.989800485,3
Pascal Siakam,22100863,TOR,East,Atlantic,0,0,2,0.363158348,0.726316695,0
Precious Achiuwa,22100863,TOR,East,Atlantic,0,0,2,0.337693235,0.675386471,0
Scottie Barnes,22100863,TOR,East,Atlantic,0,0,2,0.358378727,0.716757453,0
Jose Alvarado,22100863,NOR,West,Southwest,0,0,2,0.443413816,0.886827633,0
Garrett Temple,22100863,NOR,West,Southwest,0,0,3,0.341662709,1.024988127,0
Devonte' Graham,22100863,NOR,West,Southwest,0,0,3,0.322986239,0.968958717,0
Jaxson Hayes,22100863,NOR,West,Southwest,0,1,2,0.509512274,1.019024548,0
Pascal Siakam,22100863,TOR,East,Atlantic,0,0,2,0.457471492,0.914942985,0
Fred VanVleet,22100863,TOR,East,Atlantic,0,0,3,0.342599555,1.027798664,0
Brandon Ingram,22100863,NOR,West,Southwest,1,0,2,0.414476416,0.828952831,2
Gary Trent Jr.,22100863,TOR,East,Atlantic,0,0,2,0.487136713,0.974273425,0
Chris Boucher,22100863,TOR,East,Atlantic,1,0,2,0.466815161,0.933630322,2
Herbert Jones,22100863,NOR,West,Southwest,1,0,2,0.333893143,0.667786286,2
Pascal Siakam,22100863,TOR,East,Atlantic,0,0,2,0.327532552,0.655065104,0
Chris Boucher,22100863,TOR,East,Atlantic,0,0,3,0.318111472,0.954334415,0
Gary Trent Jr.,22100863,TOR,East,Atlantic,0,0,2,0.379528289,0.759056578,0
Brandon Ingram,22100863,NOR,West,Southwest,0,0,3,0.320767608,0.962302824,0
Jaxson Hayes,22100863,NOR,West,Southwest,1,1,2,0.704363523,1.408727046,2
Fred VanVleet,22100863,TOR,East,Atlantic,0,0,3,0.339895179,1.019685536,0
Herbert Jones,22100863,NOR,West,Southwest,0,1,2,0.716106274,1.432212548,0
Khem Birch,22100863,TOR,East,Atlantic,1,1,2,0.903671393,1.807342785,2
Devonte' Graham,22100863,NOR,West,Southwest,1,0,3,0.317889959,0.953669877,3
Gary Trent Jr.,22100863,TOR,East,Atlantic,0,0,2,0.324180046,0.648360093,0
Brandon Ingram,22100863,NOR,West,Southwest,1,0,2,0.360339738,0.720679477,2
Gary Trent Jr.,22100863,TOR,East,Atlantic,0,0,2,0.360947946,0.721895892,0
Khem Birch,22100863,TOR,East,Atlantic,0,0,2,0.430832266,0.861664531,0
Pascal Siakam,22100863,TOR,East,Atlantic,1,1,2,0.509011207,1.018022414,2
Herbert Jones,22100863,NOR,West,Southwest,1,1,2,0.650152566,1.300305132,2
Scottie Barnes,22100863,TOR,East,Atlantic,0,0,2,0.43017985,0.8603597,0
Herbert Jones,22100863,NOR,West,Southwest,1,1,2,0.922314227,1.844628454,2
Pascal Siakam,22100863,TOR,East,Atlantic,0,0,2,0.391806132,0.783612265,0
Gary Trent Jr.,22100863,TOR,East,Atlantic,0,0,3,0.330828394,0.992485183,0
Devonte' Graham,22100863,NOR,West,Southwest,0,0,3,0.317889959,0.953669877,0
Fred VanVleet,22100863,TOR,East,Atlantic,1,0,3,0.357786488,1.073359465,3
Jonas Valanciunas,22100863,NOR,West,Southwest,0,0,2,0.381550813,0.763101625,0
Fred VanVleet,22100863,TOR,East,Atlantic,1,0,3,0.345165722,1.035497166,3
Jonas Valanciunas,22100863,NOR,West,Southwest,1,0,2,0.497603629,0.995207258,2
Jonas Valanciunas,22100863,NOR,West,Southwest,0,0,2,0.422565145,0.845130291,0
Brandon Ingram,22100863,NOR,West,Southwest,0,0,3,0.320767608,0.962302824,0
Gary Trent Jr.,22100863,TOR,East,Atlantic,0,0,3,0.377699288,1.133097864,0
Herbert Jones,22100863,NOR,West,Southwest,0,1,2,0.521498643,1.042997286,0
Pascal Siakam,22100863,TOR,East,Atlantic,0,0,2,0.469266315,0.93853263,0
Fred VanVleet,22100863,TOR,East,Atlantic,1,0,3,0.339895179,1.019685536,3
Chris Boucher,22100863,TOR,East,Atlantic,1,0,2,0.497895725,0.99579145,2
Jaxson Hayes,22100863,NOR,West,Southwest,1,1,2,0.763925266,1.527850532,2
Pascal Siakam,22100863,TOR,East,Atlantic,0,0,3,0.337750952,1.013252856,0
Jaxson Hayes,22100863,NOR,West,Southwest,1,0,2,0.376415885,0.75283177,2
Pascal Siakam,22100863,TOR,East,Atlantic,0,1,2,0.515440941,1.030881883,0
Chris Boucher,22100863,TOR,East,Atlantic,1,0,2,0.497895725,0.99579145,2
Jaxson Hayes,22100863,NOR,West,Southwest,1,1,2,0.692114382,1.384228764,2
Gary Trent Jr.,22100863,TOR,East,Atlantic,1,0,3,0.328170552,0.984511656,3
Brandon Ingram,22100863,NOR,West,Southwest,1,0,2,0.413288062,0.826576124,2
Chris Boucher,22100863,TOR,East,Atlantic,0,0,3,0.318111472,0.954334415,0
Jonas Valanciunas,22100863,NOR,West,Southwest,1,1,2,0.602530853,1.205061705,2
Pascal Siakam,22100863,TOR,East,Atlantic,1,1,2,0.515440941,1.030881883,2
Gary Trent Jr.,22100863,TOR,East,Atlantic,1,0,3,0.333351101,1.000053303,3
Jaxson Hayes,22100863,NOR,West,Southwest,1,1,2,0.889198648,1.778397295,2
Fred VanVleet,22100863,TOR,East,Atlantic,0,0,2,0.394238788,0.788477575,0
Devonte' Graham,22100863,NOR,West,Southwest,0,0,3,0.366714033,1.100142098,0
Gary Trent Jr.,22100863,TOR,East,Atlantic,0,0,3,0.349129777,1.047389331,0
Gary Trent Jr.,22100863,TOR,East,Atlantic,0,0,3,0.333351101,1.000053303,0
Fred VanVleet,22100863,TOR,East,Atlantic,0,0,2,0.399841576,0.799683153,0
Dalano Banton,22100863,TOR,East,Atlantic,0,0,2,0.366746906,0.733493812,0
Dalano Banton,22100863,TOR,East,Atlantic,0,0,3,0.288437074,0.865311221,0
Pascal Siakam,22100863,TOR,East,Atlantic,0,0,2,0.418305166,0.836610331,0
Pascal Siakam,22100863,TOR,East,Atlantic,1,0,2,0.495270212,0.990540423,2
Garrett Temple,22100863,NOR,West,Southwest,1,0,3,0.303258918,0.909776754,3
Garrett Temple,22100863,NOR,West,Southwest,1,0,3,0.317544301,0.952632904,3
Pascal Siakam,22100863,TOR,East,Atlantic,1,1,2,0.669426615,1.338853231,2
Garrett Temple,22100863,NOR,West,Southwest,1,0,2,0.368921717,0.737843434,2
Jonas Valanciunas,22100863,NOR,West,Southwest,1,1,2,0.537888053,1.075776106,2
Dalano Banton,22100863,TOR,East,Atlantic,0,0,2,0.355973206,0.711946411,0
Scottie Barnes,22100863,TOR,East,Atlantic,0,0,3,0.325512755,0.976538265,0
Dalano Banton,22100863,TOR,East,Atlantic,0,0,2,0.348070843,0.696141685,0
Scottie Barnes,22100863,TOR,East,Atlantic,0,0,2,0.43017985,0.8603597,0
Herbert Jones,22100863,NOR,West,Southwest,0,0,3,0.337943425,1.013830274,0
Dalano Banton,22100863,TOR,East,Atlantic,1,1,2,0.63169063,1.263381261,2
Scottie Barnes,22100863,TOR,East,Atlantic,1,1,2,0.503366386,1.006732773,2
Naji Marshall,22100863,NOR,West,Southwest,1,0,3,0.32868616,0.986058479,3
Naji Marshall,22100863,NOR,West,Southwest,1,0,3,0.28875458,0.866263741,3
Precious Achiuwa,22100863,TOR,East,Atlantic,0,0,2,0.282832868,0.565665735,0
Naji Marshall,22100863,NOR,West,Southwest,0,0,3,0.28875458,0.866263741,0
Svi Mykhailiuk,22100863,TOR,East,Atlantic,0,0,3,0.319424508,0.958273525,0
Svi Mykhailiuk,22100863,TOR,East,Atlantic,0,0,3,0.298089493,0.89426848,0
Naji Marshall,22100863,NOR,West,Southwest,1,1,2,0.903192882,1.806385765,2
Jose Alvarado,22100863,NOR,West,Southwest,0,0,3,0.309819053,0.929457158,0
Precious Achiuwa,22100863,TOR,East,Atlantic,0,0,2,0.46274341,0.925486821,0
Naji Marshall,22100863,NOR,West,Southwest,0,0,3,0.291096021,0.873288062,0
Dalano Banton,22100863,TOR,East,Atlantic,1,1,2,0.90305758,1.80611516,2
Nikola Jokic,22100864,DEN,West,Northwest,0,0,2,0.436102015,0.87220403,0
Aaron Gordon,22100864,DEN,West,Northwest,1,0,3,0.361366024,1.084098073,3
Mo Bamba,22100864,ORL,East,Southeast,0,0,3,0.336224856,1.008674568,0
Jeff Green,22100864,DEN,West,Northwest,0,0,3,0.419706699,1.259120098,0
Will Barton,22100864,DEN,West,Northwest,0,0,3,0.376359775,1.129079324,0
Wendell Carter Jr.,22100864,ORL,East,Southeast,1,0,2,0.376432954,0.752865907,2
Aaron Gordon,22100864,DEN,West,Northwest,0,0,2,0.447512175,0.89502435,0
Cole Anthony,22100864,ORL,East,Southeast,0,0,3,0.321509529,0.964528586,0
Will Barton,22100864,DEN,West,Northwest,1,1,2,0.656099043,1.312198086,2
Mo Bamba,22100864,ORL,East,Southeast,0,0,2,0.412090364,0.824180728,0
Franz Wagner,22100864,ORL,East,Southeast,0,0,3,0.375507983,1.126523948,0
Jeff Green,22100864,DEN,West,Northwest,0,1,2,0.691939008,1.383878016,0
Nikola Jokic,22100864,DEN,West,Northwest,1,0,2,0.410071155,0.820142311,2
Mo Bamba,22100864,ORL,East,Southeast,0,0,3,0.331021823,0.993065468,0
Nikola Jokic,22100864,DEN,West,Northwest,0,0,3,0.375237021,1.125711063,0
Jeff Green,22100864,DEN,West,Northwest,1,1,2,0.954663267,1.909326535,2
Nikola Jokic,22100864,DEN,West,Northwest,0,0,3,0.375237021,1.125711063,0
Franz Wagner,22100864,ORL,East,Southeast,0,0,3,0.331280121,0.993840362,0
Nikola Jokic,22100864,DEN,West,Northwest,1,0,3,0.377907122,1.133721366,3
Gary Harris,22100864,ORL,East,Southeast,0,0,3,0.34627172,1.03881516,0
Will Barton,22100864,DEN,West,Northwest,0,0,2,0.389989756,0.779979512,0
Wendell Carter Jr.,22100864,ORL,East,Southeast,0,0,3,0.354987926,1.064963777,0
Chuma Okeke,22100864,ORL,East,Southeast,1,0,3,0.344902723,1.034708169,3
Bones Hyland,22100864,DEN,West,Northwest,1,0,3,0.341299085,1.023897256,3
Cole Anthony,22100864,ORL,East,Southeast,0,0,3,0.342260062,1.026780187,0
Will Barton,22100864,DEN,West,Northwest,1,0,2,0.412624858,0.825249715,2
Jeff Green,22100864,DEN,West,Northwest,1,1,2,0.852828894,1.705657789,2
Gary Harris,22100864,ORL,East,Southeast,0,0,2,0.426633229,0.853266458,0
Chuma Okeke,22100864,ORL,East,Southeast,0,0,2,0.374485388,0.748970776,0
Chuma Okeke,22100864,ORL,East,Southeast,1,0,3,0.30630419,0.918912571,3
Nikola Jokic,22100864,DEN,West,Northwest,1,1,2,0.735980379,1.471960757,2
Facundo Campazzo,22100864,DEN,West,Northwest,0,0,3,0.307621059,0.922863178,0
Gary Harris,22100864,ORL,East,Southeast,0,0,3,0.361531915,1.084595744,0
Chuma Okeke,22100864,ORL,East,Southeast,0,0,3,0.315590259,0.946770777,0
Chuma Okeke,22100864,ORL,East,Southeast,0,1,2,0.667587535,1.33517507,0
JaMychal Green,22100864,DEN,West,Northwest,0,0,2,0.490992528,0.981985055,0
Austin Rivers,22100864,DEN,West,Northwest,0,0,2,0.423569597,0.847139194,0
JaMychal Green,22100864,DEN,West,Northwest,1,0,3,0.385509891,1.156529673,3
JaMychal Green,22100864,DEN,West,Northwest,1,1,2,0.84030132,1.68060264,2
Facundo Campazzo,22100864,DEN,West,Northwest,1,0,3,0.325406805,0.976220415,3
Gary Harris,22100864,ORL,East,Southeast,1,1,2,0.682841603,1.365683206,2
JaMychal Green,22100864,DEN,West,Northwest,0,1,2,0.522106538,1.044213076,0
JaMychal Green,22100864,DEN,West,Northwest,0,1,2,0.522106538,1.044213076,0
JaMychal Green,22100864,DEN,West,Northwest,0,1,2,0.522106538,1.044213076,0
Franz Wagner,22100864,ORL,East,Southeast,1,0,3,0.326116012,0.978348036,3
Franz Wagner,22100864,ORL,East,Southeast,1,0,2,0.474982931,0.949965862,2
Nikola Jokic,22100864,DEN,West,Northwest,0,1,2,0.706922678,1.413845355,0
Aaron Gordon,22100864,DEN,West,Northwest,1,1,2,0.509170373,1.018340746,2
Cole Anthony,22100864,ORL,East,Southeast,1,0,2,0.393211178,0.786422355,2
Facundo Campazzo,22100864,DEN,West,Northwest,0,0,3,0.346302694,1.038908083,0
Franz Wagner,22100864,ORL,East,Southeast,1,0,3,0.352333791,1.057001373,3
Nikola Jokic,22100864,DEN,West,Northwest,1,1,2,0.521754874,1.043509749,2
Cole Anthony,22100864,ORL,East,Southeast,0,0,3,0.321509529,0.964528586,0
Bones Hyland,22100864,DEN,West,Northwest,1,0,2,0.42109008,0.842180159,2
Gary Harris,22100864,ORL,East,Southeast,0,1,2,0.682841603,1.365683206,0
Aaron Gordon,22100864,DEN,West,Northwest,0,0,3,0.407164909,1.221494726,0
Wendell Carter Jr.,22100864,ORL,East,Southeast,1,1,2,0.54024646,1.080492921,2
Nikola Jokic,22100864,DEN,West,Northwest,0,1,2,0.525928745,1.05185749,0
Nikola Jokic,22100864,DEN,West,Northwest,0,0,3,0.377907122,1.133721366,0
Cole Anthony,22100864,ORL,East,Southeast,0,0,3,0.321509529,0.964528586,0
Gary Harris,22100864,ORL,East,Southeast,1,1,2,0.671473164,1.342946328,2
Bones Hyland,22100864,DEN,West,Northwest,0,0,3,0.343860607,1.03158182,0
Wendell Carter Jr.,22100864,ORL,East,Southeast,1,0,2,0.482263797,0.964527593,2
Jeff Green,22100864,DEN,West,Northwest,0,0,3,0.419706699,1.259120098,0
Wendell Carter Jr.,22100864,ORL,East,Southeast,0,0,2,0.410244923,0.820489846,0
